"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_AB_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_incorrect_trigger","count_instructions_1","count_logger","count_logscript","count_new_coroutines","count_new_inline_script","count_new_keyboard_response_1","count_reset_counter_prep","count_reset_counter_run","count_responsescreen","count_sequence","count_start_trigger","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_AB_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_incorrect_trigger","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_keyboard_response_1","time_reset_counter_prep","time_reset_counter_run","time_responsescreen","time_sequence","time_start_trigger","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"200","0","0","993","993","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","52544","1000","0.0190316686967","0","undefined","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","0","NA","0","NA","0","0","0","0","0","0","0","0","1","z","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","993","NA","NA","NA","NA","174712","993","2","legacy","1024","2","48000","-16","AB_m21","160","even","FILL_NW","DARM","1865","179497","177839","NA","176587","NA","NA","NA","NA","NA","178336","NA","177331","NA","177254","179490","1874","179697","NA","NA","178497","1865","1865","178889","177254","1865","178497","179697","morph21_Oliver/Morris","0","993","1","yes","1280","11"
"300","50","50","844.5","844.5","black","no","xpyriment","legacy","legacy","0","205","NA","uniform","65758","1000","0.0152072751604","1","undefined","1","0","1","1","1","0","1","1","1","NA","1","1","0","1","NA","1","1","0","1","NA","1","NA","1","0","0","1","1","0","1","1","2","z","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","z","NA","NA","NA","NA","space","z","696","NA","NA","NA","NA","174712","696","2","legacy","1024","2","48000","-16","AB_m21","160","even","NW_S_SIMP","TILTADY","1865","182556","180905","NA","176587","NA","NA","NA","NA","182550","181402","NA","180405","NA","180396","182550","1874","182856","NA","NA","181555","1865","1865","181948","180396","1865","181555","182856","morph21_Oliver/Morris","1","1689","2","yes","1280","17"
"200","66.6666666667","66.6666666667","851.333333333","851.333333333","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","54969","1000","0.0181920718951","1","undefined","1","0","2","2","2","0","2","2","2","NA","2","2","0","2","NA","2","2","0","2","NA","2","NA","2","0","0","2","2","0","2","2","3","/","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","865","NA","NA","NA","NA","174712","865","2","legacy","1024","2","48000","-16","AB_m21","160","even","FILL_W","STALK","1865","187207","184006","185698","176587","NA","NA","NA","NA","185689","184504","NA","183506","NA","183498","185689","1874","187407","NA","NA","184698","1865","1865","185090","183498","1865","184698","187407","morph21_Oliver/Morris","2","2554","3","yes","1280","27"
"250","75","75","867.5","867.5","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","57921","1000","0.0172648952884","1","undefined","1","0","3","3","3","0","3","3","3","NA","3","3","0","3","NA","3","3","0","3","NA","3","NA","3","0","0","3","3","0","3","3","4","z","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","z","NA","NA","NA","NA","space","z","916","NA","NA","NA","NA","174712","916","2","legacy","1024","2","48000","-16","AB_m21","160","even","NW_L_COMP","MUDLY","1865","190173","188473","185698","176587","NA","NA","NA","NA","190170","188970","NA","187973","NA","187968","190170","1874","190423","NA","NA","189182","1865","1865","189573","187968","1865","189182","190423","morph21_Oliver/Morris","3","3470","4","yes","1280","12"
"350","60","60","892.8","892.8","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","50222","1000","0.0199115925292","0","undefined","0","0","4","4","4","0","4","4","4","NA","4","4","0","4","NA","4","4","0","4","NA","4","NA","4","0","0","4","4","0","4","4","5","/","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","994","NA","NA","NA","NA","174712","994","2","legacy","1024","2","48000","-16","AB_m21","160","even","FILL_W","FAINT","1865","193165","191507","185698","176587","NA","NA","NA","NA","190170","192004","NA","191007","NA","191000","193159","1874","193515","NA","NA","192165","1865","1865","192557","191000","1865","192165","193515","morph21_Oliver/Morris","3","4464","5","yes","1280","31"
"300","66.6666666667","66.6666666667","876.166666667","876.166666667","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","59145","1000","0.0169075999662","1","undefined","1","0","5","5","5","0","5","5","5","NA","5","5","0","5","NA","5","5","0","5","NA","5","NA","5","0","0","5","5","0","5","5","6","/","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","793","NA","NA","NA","NA","174712","793","2","legacy","1024","2","48000","-16","AB_m21","160","even","FILL_W","BOX","1865","197957","194740","196449","176587","NA","NA","NA","NA","196438","195237","NA","194240","NA","194232","196438","1874","198257","NA","NA","195449","1865","1865","195840","194231","1865","195449","198257","morph21_Oliver/Morris","4","5257","6","yes","1280","42"
"350","57.1428571429","57.1428571429","892.857142857","892.857142857","black","no","xpyriment","legacy","legacy","0","205","NA","uniform","51145","1000","0.0195522533972","0","undefined","0","0","6","6","6","0","6","6","6","NA","6","6","0","6","NA","6","6","0","6","NA","6","NA","6","0","0","6","6","0","6","6","7","z","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","993","NA","NA","NA","NA","174712","993","2","legacy","1024","2","48000","-16","AB_m21","160","even","NW_S_SIMP","ACREMANT","1865","201108","199408","196449","176587","NA","NA","NA","NA","196438","199905","NA","198907","NA","198900","201101","1874","201458","NA","NA","200108","1865","1865","200500","198900","1865","200108","201458","morph21_Oliver/Morris","4","6250","7","yes","1280","16"
"350","62.5","62.5","883.375","883.375","black","no","xpyriment","legacy","legacy","0","206","NA","uniform","56817","1000","0.0176003660876","1","undefined","1","0","7","7","7","0","7","7","7","NA","7","7","0","7","NA","7","7","0","7","NA","7","NA","7","0","0","7","7","0","7","7","8","z","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","z","NA","NA","NA","NA","space","z","817","NA","NA","NA","NA","174712","817","2","legacy","1024","2","48000","-16","AB_m21","160","even","NW_L_SIMP","HABITIG","1865","204233","202575","196449","176587","NA","NA","NA","NA","204230","203072","NA","202075","NA","202067","204230","1874","204583","NA","NA","203242","1865","1865","203633","202067","1865","203242","204583","morph21_Oliver/Morris","5","7067","8","yes","1280","7"
"350","66.6666666667","66.6666666667","862.333333333","862.333333333","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","61441","1000","0.0162757767614","1","undefined","1","0","8","8","8","0","8","8","8","NA","8","8","0","8","NA","8","8","0","8","NA","8","NA","8","0","0","8","8","0","8","8","9","/","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","694","NA","NA","NA","NA","174712","694","2","legacy","1024","2","48000","-16","AB_m21","160","even","CW_L","PAINTER","1865","209000","205758","207492","176587","NA","NA","NA","NA","207481","206256","NA","205258","NA","205254","207481","1874","209350","NA","NA","206492","1865","1865","206883","205254","1865","206492","209350","morph21_Oliver/Morris","6","7761","9","yes","1280","18"
"200","70","70","841.9","841.9","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","64627","1000","0.0154734089467","1","undefined","1","0","9","9","9","0","9","9","9","NA","9","9","0","9","NA","9","9","0","9","NA","9","NA","9","0","0","9","9","0","9","9","10","z","02/21/19 17:48:25","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-160.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","z","NA","NA","NA","NA","space","z","658","NA","NA","NA","NA","174712","658","2","legacy","1024","2","48000","-16","AB_m21","160","even","FILL_NW","SMADE","1865","212192","210525","207492","176587","NA","NA","NA","NA","212187","211022","NA","210025","NA","210016","212187","1874","212392","NA","NA","211192","1865","1865","211592","210016","1865","211192","212392","morph21_Oliver/Morris","7","8419","10","yes","1280","42"
