"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_BA_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_incorrect_trigger","count_instructions_1","count_logger","count_logscript","count_new_coroutines","count_new_inline_script","count_new_keyboard_response_1","count_reset_counter_prep","count_reset_counter_run","count_responsescreen","count_sequence","count_start_trigger","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_BA_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_incorrect_trigger","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_keyboard_response_1","time_reset_counter_prep","time_reset_counter_run","time_responsescreen","time_sequence","time_start_trigger","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"250","100","100","683","683","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","64409","1000","0.0155257805586","1","undefined","1","0","0","0","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","0","NA","0","NA","0","0","0","0","0","0","0","0","1","/","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","683","NA","NA","NA","NA","112497","683","2","legacy","1024","2","48000","-16","BA_m21","165","odd","CW_L","LAUGHING","1941","117301","115651","NA","114449","NA","NA","NA","NA","117292","116148","NA","115150","NA","115075","117292","1951","117551","NA","NA","116301","1941","1941","116693","115075","1941","116301","117551","morph21_Oliver/Morris","1","683","1","yes","1280","27"
"200","50","50","641","641","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","64173","1000","0.0155828775342","0","undefined","0","0","1","1","1","0","1","1","1","NA","1","1","0","1","NA","1","1","0","1","NA","1","NA","1","0","0","1","1","0","1","1","2","z","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","599","NA","NA","NA","NA","112497","599","2","legacy","1024","2","48000","-16","BA_m21","165","odd","FILL_NW","GAIRS","1941","120393","118743","NA","114449","NA","NA","NA","NA","117292","119240","NA","118234","NA","118226","120385","1951","120593","NA","NA","119393","1941","1941","119784","118226","1941","119393","120593","morph21_Oliver/Morris","1","1282","2","yes","1280","23"
"400","66.6666666667","66.6666666667","629.333333333","629.333333333","black","no","xpyriment","legacy","legacy","0","203","NA","uniform","70642","1000","0.0141558846012","1","undefined","1","0","2","2","2","0","2","2","2","NA","2","2","0","2","NA","2","2","0","2","NA","2","NA","2","0","0","2","2","0","2","2","3","z","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","z","NA","NA","NA","NA","space","z","606","NA","NA","NA","NA","112497","606","2","legacy","1024","2","48000","-16","BA_m21","165","odd","NW_S_COMP","ALTARIG","1941","124918","121718","123410","114449","NA","NA","NA","NA","123401","122215","NA","121218","NA","121207","123401","1951","125318","NA","NA","122410","1941","1941","122801","121207","1941","122410","125318","morph21_Oliver/Morris","2","1888","3","yes","1280","7"
"350","75","75","586","586","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","75598","1000","0.013227863171","1","undefined","1","0","3","3","3","0","3","3","3","NA","3","3","0","3","NA","3","3","0","3","NA","3","NA","3","0","0","3","3","0","3","3","4","/","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","456","NA","NA","NA","NA","112497","456","2","legacy","1024","2","48000","-16","BA_m21","165","odd","FILL_W","LIFT","1941","128143","126476","123410","114449","NA","NA","NA","NA","128133","126974","NA","125976","NA","125968","128133","1951","128493","NA","NA","127143","1941","1941","127535","125968","1941","127143","128493","morph21_Oliver/Morris","3","2344","4","yes","1280","39"
"250","80","80","612.8","612.8","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","64930","1000","0.0154012012937","1","undefined","1","0","4","4","4","0","4","4","4","NA","4","4","0","4","NA","4","4","0","4","NA","4","NA","4","0","0","4","4","0","4","4","5","/","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","720","NA","NA","NA","NA","112497","720","2","legacy","1024","2","48000","-16","BA_m21","165","odd","CW_S","AWARENESS","1941","131328","129678","123410","114449","NA","NA","NA","NA","131323","130175","NA","129177","NA","129166","131323","1951","131578","NA","NA","130328","1941","1941","130728","129166","1941","130328","131578","morph21_Oliver/Morris","4","3064","5","yes","1280","44"
"200","66.6666666667","66.6666666667","590.666666667","590.666666667","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","76958","1000","0.0129941006783","0","undefined","0","0","5","5","5","0","5","5","5","NA","5","5","0","5","NA","5","5","0","5","NA","5","NA","5","0","0","5","5","0","5","5","6","/","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","z","NA","NA","NA","NA","space","z","480","NA","NA","NA","NA","112497","480","2","legacy","1024","2","48000","-16","BA_m21","165","odd","FILL_W","OLD","1941","136045","132844","134536","114449","NA","NA","NA","NA","131323","133342","NA","132344","NA","132338","134528","1951","136245","NA","NA","133536","1941","1941","133928","132338","1941","133536","136245","morph21_Oliver/Morris","4","3544","6","yes","1280","44"
"250","57.1428571429","57.1428571429","576.285714286","576.285714286","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","68354","1000","0.0146297217427","0","undefined","0","0","6","6","6","0","6","6","6","NA","6","6","0","6","NA","6","6","0","6","NA","6","NA","6","0","0","6","6","0","6","6","7","/","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","z","NA","NA","NA","NA","space","z","490","NA","NA","NA","NA","112497","490","2","legacy","1024","2","48000","-16","BA_m21","165","odd","FILL_W","SOUGHT","1941","139070","137378","134536","114449","NA","NA","NA","NA","131323","137875","NA","136878","NA","136868","139067","1951","139320","NA","NA","138078","1941","1941","138470","136868","1941","138078","139320","morph21_Oliver/Morris","4","4034","7","yes","1280","40"
"400","50","50","560.5","560.5","black","no","xpyriment","legacy","legacy","0","206","NA","uniform","73623","1000","0.0135827119243","0","undefined","0","0","7","7","7","0","7","7","7","NA","7","7","0","7","NA","7","7","0","7","NA","7","NA","7","0","0","7","7","0","7","7","8","z","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","450","NA","NA","NA","NA","112497","450","2","legacy","1024","2","48000","-16","BA_m21","165","odd","NW_L_SIMP","BLOODER","1941","142086","140403","134536","114449","NA","NA","NA","NA","131323","140900","NA","139903","NA","139893","142078","1951","142486","NA","NA","141086","1941","1941","141478","139893","1941","141086","142486","morph21_Oliver/Morris","4","4484","8","yes","1280","24"
"350","55.5555555556","55.5555555556","569","569","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","65235","1000","0.0153291944508","1","undefined","1","0","8","8","8","0","8","8","8","NA","8","8","0","8","NA","8","8","0","8","NA","8","NA","8","0","0","8","8","0","8","8","9","z","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","z","NA","NA","NA","NA","space","z","637","NA","NA","NA","NA","112497","637","2","legacy","1024","2","48000","-16","BA_m21","165","odd","FILL_NW","BLANTH","1941","146879","143687","145370","114449","NA","NA","NA","NA","145366","144184","NA","143187","NA","143175","145366","1951","147230","NA","NA","144370","1941","1941","144770","143175","1941","144370","147230","morph21_Oliver/Morris","5","5121","9","yes","1280","3"
"200","60","60","554.8","554.8","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","71790","1000","0.0139295166458","1","undefined","1","0","9","9","9","0","9","9","9","NA","9","9","0","9","NA","9","9","0","9","NA","9","NA","9","0","0","9","9","0","9","9","10","/","03/05/19 12:37:08","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-165.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","427","NA","NA","NA","NA","112497","427","2","legacy","1024","2","48000","-16","BA_m21","165","odd","FILL_W","SAVE","1941","150013","148338","145370","114449","NA","NA","NA","NA","150003","148835","NA","147838","NA","147833","150003","1951","150213","NA","NA","149013","1941","1941","149404","147833","1941","149013","150213","morph21_Oliver/Morris","6","5548","10","yes","1280","46"
