"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_AB_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_incorrect_trigger","count_instructions_1","count_logger","count_logscript","count_new_coroutines","count_new_inline_script","count_new_keyboard_response_1","count_reset_counter_prep","count_reset_counter_run","count_responsescreen","count_sequence","count_start_trigger","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_AB_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_incorrect_trigger","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_keyboard_response_1","time_reset_counter_prep","time_reset_counter_run","time_responsescreen","time_sequence","time_start_trigger","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"400","0","0","989","989","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","53010","1000","0.0188643652141","0","undefined","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","0","NA","0","NA","0","0","0","0","0","0","0","0","1","/","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","989","NA","NA","NA","NA","172077","989","2","legacy","1024","2","48000","-16","AB_m21","172","even","CW_S","WIDOWED","1841","176875","175200","NA","173931","NA","NA","NA","NA","NA","175697","NA","174695","NA","174621","176872","1853","177275","NA","NA","175883","1841","1841","176275","174621","1841","175883","177275","morph21_Oliver/Morris","0","989","1","yes","1280","7"
"200","0","0","991.5","991.5","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","52374","1000","0.0190934433116","0","undefined","0","0","1","1","1","0","1","1","1","NA","1","1","0","1","NA","1","1","0","1","NA","1","NA","1","0","0","1","1","0","1","1","2","/","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","994","NA","NA","NA","NA","172077","994","2","legacy","1024","2","48000","-16","AB_m21","172","even","CW_S","LISTENER","1841","180142","178492","NA","173931","NA","NA","NA","NA","NA","178989","NA","177992","NA","177980","180136","1853","180342","NA","NA","179142","1841","1841","179533","177980","1841","179142","180342","morph21_Oliver/Morris","0","1983","2","yes","1280","18"
"350","0","0","991.666666667","991.666666667","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","54382","1000","0.0183884373506","0","undefined","0","0","2","2","2","0","2","2","2","NA","2","2","0","2","NA","2","2","0","2","NA","2","NA","2","0","0","2","2","0","2","2","3","/","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","992","NA","NA","NA","NA","172077","992","2","legacy","1024","2","48000","-16","AB_m21","172","even","CW_L","BOMBER","1841","184792","181608","183283","173931","NA","NA","NA","NA","NA","182106","NA","181108","NA","181098","183275","1853","185142","NA","NA","182283","1841","1841","182675","181098","1841","182283","185142","morph21_Oliver/Morris","0","2975","3","yes","1280","7"
"250","25","25","959","959","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","57252","1000","0.01746663872","1","undefined","1","0","3","3","3","0","3","3","3","NA","3","3","0","3","NA","3","3","0","3","NA","3","NA","3","0","0","3","3","0","3","3","4","/","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","/","NA","NA","NA","NA","space","/","861","NA","NA","NA","NA","172077","861","2","legacy","1024","2","48000","-16","AB_m21","172","even","FILL_W","WEAVE","1841","187910","186251","183283","173931","NA","NA","NA","NA","187906","186748","NA","185751","NA","185741","187906","1853","188160","NA","NA","186918","1841","1841","187310","185741","1841","186918","188160","morph21_Oliver/Morris","1","3836","4","yes","1280","12"
"300","20","20","965","965","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","52432","1000","0.019072322246","0","undefined","0","0","4","4","4","0","4","4","4","NA","4","4","0","4","NA","4","4","0","4","NA","4","NA","4","0","0","4","4","0","4","4","5","/","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","989","NA","NA","NA","NA","172077","989","2","legacy","1024","2","48000","-16","AB_m21","172","even","FILL_W","BOX","1841","191060","189360","183283","173931","NA","NA","NA","NA","187906","189857","NA","188860","NA","188852","191057","1853","191360","NA","NA","190068","1841","1841","190460","188852","1841","190068","191360","morph21_Oliver/Morris","1","4825","5","yes","1280","42"
"200","16.6666666667","16.6666666667","970.166666667","970.166666667","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","52271","1000","0.0191310669396","0","undefined","0","0","5","5","5","0","5","5","5","NA","5","5","0","5","NA","5","5","0","5","NA","5","NA","5","0","0","5","5","0","5","5","6","z","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","996","NA","NA","NA","NA","172077","996","2","legacy","1024","2","48000","-16","AB_m21","172","even","FILL_NW","GAIRS","1841","195735","192577","194227","173931","NA","NA","NA","NA","187906","193074","NA","192077","NA","192073","194223","1853","195935","NA","NA","193227","1841","1841","193627","192072","1841","193227","195935","morph21_Oliver/Morris","1","5821","6","yes","1280","23"
"400","14.2857142857","14.2857142857","973","973","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","58413","1000","0.0171194768288","0","undefined","0","0","6","6","6","0","6","6","6","NA","6","6","0","6","NA","6","6","0","6","NA","6","NA","6","0","0","6","6","0","6","6","7","/","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","990","NA","NA","NA","NA","172077","990","2","legacy","1024","2","48000","-16","AB_m21","172","even","FILL_W","CRUNCH","1841","198735","197085","194227","173931","NA","NA","NA","NA","187906","197582","NA","196585","NA","196580","198725","1853","199135","NA","NA","197735","1841","1841","198127","196580","1841","197735","199135","morph21_Oliver/Morris","1","6811","7","yes","1280","20"
"200","12.5","12.5","975","975","black","no","xpyriment","legacy","legacy","0","203","NA","uniform","50210","1000","0.0199163513244","0","undefined","0","0","7","7","7","0","7","7","7","NA","7","7","0","7","NA","7","7","0","7","NA","7","NA","7","0","0","7","7","0","7","7","8","z","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","989","NA","NA","NA","NA","172077","989","2","legacy","1024","2","48000","-16","AB_m21","172","even","NW_S_COMP","ADOPTISH","1841","202044","200377","194227","173931","NA","NA","NA","NA","187906","200874","NA","199877","NA","199867","202033","1853","202244","NA","NA","201044","1841","1841","201435","199867","1841","201044","202244","morph21_Oliver/Morris","1","7800","8","yes","1280","19"
"200","11.1111111111","11.1111111111","977.111111111","977.111111111","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","58201","1000","0.0171818353637","0","undefined","0","0","8","8","8","0","8","8","8","NA","8","8","0","8","NA","8","8","0","8","NA","8","NA","8","0","0","8","8","0","8","8","9","z","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","994","NA","NA","NA","NA","172077","994","2","legacy","1024","2","48000","-16","AB_m21","172","even","FILL_NW","FALONS","1841","206587","203411","205078","173931","NA","NA","NA","NA","187906","203909","NA","202911","NA","202902","205072","1853","206787","NA","NA","204078","1841","1841","204470","202902","1841","204078","206787","morph21_Oliver/Morris","1","8794","9","yes","1280","19"
"300","10","10","978.5","978.5","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","54055","1000","0.0184996762557","0","undefined","0","0","9","9","9","0","9","9","9","NA","9","9","0","9","NA","9","9","0","9","NA","9","NA","9","0","0","9","9","0","9","9","10","/","04/11/19 12:30:58","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-172.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","None","NA","NA","NA","NA","space","None","991","NA","NA","NA","NA","172077","991","2","legacy","1024","2","48000","-16","AB_m21","172","even","CW_L","PROFESSOR","1841","209578","207895","205078","173931","NA","NA","NA","NA","187906","208392","NA","207395","NA","207391","209569","1853","209878","NA","NA","208578","1841","1841","208970","207391","1841","208578","209878","morph21_Oliver/Morris","1","9785","10","yes","1280","47"
