"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_AB_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_close_port","count_cond_trigger","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_instructions_1","count_logger","count_logscript","count_new_inline_script","count_new_inline_script_2","count_new_keyboard_response_1","count_open_port","count_reset_counter_prep","count_reset_counter_run","count_response_trigger_trial","count_responsescreen","count_sequence","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_AB_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_close_port","time_cond_trigger","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_inline_script_2","time_new_keyboard_response_1","time_open_port","time_reset_counter_prep","time_reset_counter_run","time_response_trigger_trial","time_responsescreen","time_sequence","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"300","0","0","1200","1200","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","NA","NA","NA","0","undefined","0","0","0","0","0","0","0","0","0","NA","0","0","NA","NA","0","0","NA","0","0","0","NA","NA","NA","0","0","0","NA","0","0","0","0","0","1","/","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","None","NA","NA","NA","NA","space","None","1200","NA","NA","NA","NA","15590","1200","2","legacy","1024","2","48000","-16","AB_m21","245","odd","CW_S","DESTROYER","1922","21851","19479","NA","17524","NA","NA","NA","NA","NA","19980","NA","NA","NA","18977","NA","18945","1933","22151","NA","NA","NA","20022","1923","1923","NA","21222","21248","18944","19980","20001","morph21_Oliver/Morris","0","1200","1","yes","1920","14"
"400","50","50","1034.5","1034.5","black","no","xpyriment","legacy","legacy","0","203","NA","uniform","NA","NA","NA","1","undefined","1","0","1","1","1","0","1","1","1","NA","0","1","NA","NA","0","1","NA","1","0","1","NA","NA","NA","1","0","0","NA","1","1","1","1","1","2","z","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","869","NA","NA","NA","NA","15590","869","2","legacy","1024","2","48000","-16","AB_m21","245","odd","NW_S_COMP","ARIDISM","1922","25759","23720","NA","17524","NA","NA","NA","NA","NA","24221","NA","NA","NA","23220","NA","23189","1933","26159","NA","NA","NA","24262","1923","1923","NA","25132","25156","23188","24221","24242","morph21_Oliver/Morris","1","2069","2","yes","1920","9"
"300","66.66666666666667","66.66666666666667","941.6666666666666","941.6666666666666","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","NA","NA","NA","1","undefined","1","0","2","2","2","0","2","2","2","NA","0","2","NA","NA","0","2","NA","2","0","2","NA","NA","NA","2","0","0","NA","2","2","2","2","2","3","z","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","756","NA","NA","NA","NA","15590","756","2","legacy","1024","2","48000","-16","AB_m21","245","odd","FILL_NW","KEMT","1922","31158","27731","29655","17524","NA","NA","NA","NA","NA","28231","NA","NA","NA","27230","NA","27203","1933","31458","NA","NA","NA","28272","1923","1923","NA","29028","29051","27203","28231","28252","morph21_Oliver/Morris","2","2825","3","yes","1920","32"
"300","50","50","1006.25","1006.25","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","NA","NA","NA","0","undefined","0","0","3","3","3","0","3","3","3","NA","0","3","NA","NA","0","3","NA","3","0","3","NA","NA","NA","3","0","0","NA","3","3","3","3","3","4","z","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","None","NA","NA","NA","NA","space","None","1200","NA","NA","NA","NA","15590","1200","2","legacy","1024","2","48000","-16","AB_m21","245","odd","NW_L_COMP","EMPLOYNESS","1922","35448","33078","29655","17524","NA","NA","NA","NA","NA","33580","NA","NA","NA","32577","NA","32553","1933","35748","NA","NA","NA","33620","1923","1923","NA","34820","34844","32553","33580","33600","morph21_Oliver/Morris","2","4025","4","yes","1920","21"
"400","60","60","975.6","975.6","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","NA","NA","NA","1","undefined","1","0","4","4","4","0","4","4","4","NA","0","4","NA","NA","0","4","NA","4","0","4","NA","NA","NA","4","0","0","NA","4","4","4","4","4","5","z","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","853","NA","NA","NA","NA","15590","853","2","legacy","1024","2","48000","-16","AB_m21","245","odd","FILL_NW","BALFS","1922","39327","37305","29655","17524","NA","NA","NA","NA","NA","37805","NA","NA","NA","36805","NA","36780","1933","39727","NA","NA","NA","37846","1923","1923","NA","38700","38724","36780","37805","37826","morph21_Oliver/Morris","3","4878","5","yes","1920","2"
"250","50","50","1013","1013","black","no","xpyriment","legacy","legacy","0","203","NA","uniform","NA","NA","NA","0","undefined","0","0","5","5","5","0","5","5","5","NA","0","5","NA","NA","0","5","NA","5","0","5","NA","NA","NA","5","0","0","NA","5","5","5","5","5","6","z","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","None","NA","NA","NA","NA","space","None","1200","NA","NA","NA","NA","15590","1200","2","legacy","1024","2","48000","-16","AB_m21","245","odd","NW_S_COMP","BEERER","1922","45154","41279","43649","17524","NA","NA","NA","NA","NA","41781","NA","NA","NA","40777","NA","40752","1933","45404","NA","NA","NA","41821","1923","1923","NA","43021","43045","40751","41781","41801","morph21_Oliver/Morris","3","6078","6","yes","1920","5"
"350","42.857142857142854","42.857142857142854","999","999","black","no","xpyriment","legacy","legacy","0","203","NA","uniform","NA","NA","NA","0","undefined","0","0","6","6","6","0","6","6","6","NA","0","6","NA","NA","0","6","NA","6","0","6","NA","NA","NA","6","0","0","NA","6","6","6","6","6","7","z","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","915","NA","NA","NA","NA","15590","915","2","legacy","1024","2","48000","-16","AB_m21","245","odd","NW_S_COMP","HEIGHTENCE","1922","49057","46971","43649","17524","NA","NA","NA","NA","NA","47471","NA","NA","NA","46471","NA","46440","1933","49407","NA","NA","NA","47512","1923","1923","NA","48428","48454","46440","47471","47492","morph21_Oliver/Morris","3","6993","7","yes","1920","18"
"400","50","50","947","947","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","NA","NA","NA","1","undefined","1","0","7","7","7","0","7","7","7","NA","0","7","NA","NA","0","7","NA","7","0","7","NA","NA","NA","7","0","0","NA","7","7","7","7","7","8","/","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","583","NA","NA","NA","NA","15590","583","2","legacy","1024","2","48000","-16","AB_m21","245","odd","FILL_W","CRUNCH","1922","52722","50968","43649","17524","NA","NA","NA","NA","NA","51468","NA","NA","NA","50468","NA","50438","1933","53122","NA","NA","NA","51509","1923","1923","NA","52092","52119","50438","51468","51489","morph21_Oliver/Morris","4","7576","8","yes","1920","20"
"250","44.44444444444444","44.44444444444444","932.2222222222222","932.2222222222222","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","NA","NA","NA","0","undefined","0","0","8","8","8","0","8","8","8","NA","0","8","NA","NA","0","8","NA","8","0","8","NA","NA","NA","8","0","0","NA","8","8","8","8","8","9","z","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","814","NA","NA","NA","NA","15590","814","2","legacy","1024","2","48000","-16","AB_m21","245","odd","FILL_NW","POLT","1922","58155","54665","56650","17524","NA","NA","NA","NA","NA","55165","NA","NA","NA","54164","NA","54136","1933","58405","NA","NA","NA","55206","1923","1923","NA","56020","56046","54135","55165","55186","morph21_Oliver/Morris","4","8390","9","yes","1920","38"
"300","50","50","924.5","924.5","black","no","xpyriment","legacy","legacy","0","205","NA","uniform","NA","NA","NA","1","undefined","1","0","9","9","9","0","9","9","9","NA","0","9","NA","NA","0","9","NA","9","0","9","NA","NA","NA","9","0","0","NA","9","9","9","9","9","10","z","Thu May  2 13:35:42 2024","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/ekealey/Desktop/subject-245.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","855","NA","NA","NA","NA","15590","855","2","legacy","1024","2","48000","-16","AB_m21","245","odd","NW_S_SIMP","WARNODY","1922","62010","59983","56650","17524","NA","NA","NA","NA","NA","60484","NA","NA","NA","59483","NA","59456","1933","62310","NA","NA","NA","60524","1923","1923","NA","61379","61403","59456","60484","60504","morph21_Oliver/Morris","5","9245","10","yes","1920","12"
