"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_BA_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_incorrect_trigger","count_instructions_1","count_logger","count_logscript","count_new_coroutines","count_new_inline_script","count_new_keyboard_response_1","count_reset_counter_prep","count_reset_counter_run","count_responsescreen","count_sequence","count_start_trigger","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_BA_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_incorrect_trigger","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_keyboard_response_1","time_reset_counter_prep","time_reset_counter_run","time_responsescreen","time_sequence","time_start_trigger","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"200","100","100","787","787","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","67179","1000","0.0148856041322","1","undefined","1","0","0","0","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","0","NA","0","NA","0","0","0","0","0","0","0","0","1","z","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","787","NA","NA","NA","NA","133148","787","2","legacy","1024","2","48000","-16","BA_m21","147","odd","NW_L_COMP","GASFIL","2569","138562","136978","NA","135725","NA","NA","NA","NA","138558","137476","NA","136473","NA","136404","138558","2577","138762","NA","NA","137562","2569","2569","137962","136403","2569","137562","138762","morph21_Oliver/Morris","1","787","1","yes","1280","6"
"200","100","100","669","669","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","71198","1000","0.0140453383522","1","undefined","1","0","1","1","1","0","1","1","1","NA","1","1","0","1","NA","1","1","0","1","NA","1","NA","1","0","0","1","1","0","1","1","2","/","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","551","NA","NA","NA","NA","133148","551","2","legacy","1024","2","48000","-16","BA_m21","147","odd","FILL_W","WRECK","2569","141670","140054","NA","135725","NA","NA","NA","NA","141663","140551","NA","139553","NA","139548","141663","2577","141870","NA","NA","140670","2569","2569","141062","139548","2569","140670","141870","morph21_Oliver/Morris","2","1338","2","yes","1280","13"
"250","100","100","566","566","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","73591","1000","0.0135886181734","1","undefined","1","0","2","2","2","0","2","2","2","NA","2","2","0","2","NA","2","2","0","2","NA","2","NA","2","0","0","2","2","0","2","2","3","/","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","360","NA","NA","NA","NA","133148","360","2","legacy","1024","2","48000","-16","BA_m21","147","odd","FILL_W","SMOKE","2569","146146","143037","144637","135725","NA","NA","NA","NA","144627","143534","NA","142537","NA","142534","144627","2577","146396","NA","NA","143637","2569","2569","144029","142534","2569","143637","146396","morph21_Oliver/Morris","3","1698","3","yes","1280","50"
"250","100","100","586","586","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","72195","1000","0.0138513747489","1","undefined","1","0","3","3","3","0","3","3","3","NA","3","3","0","3","NA","3","3","0","3","NA","3","NA","3","0","0","3","3","0","3","3","4","z","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","646","NA","NA","NA","NA","133148","646","2","legacy","1024","2","48000","-16","BA_m21","147","odd","NW_L_COMP","FREENELS","2569","149263","147680","144637","135725","NA","NA","NA","NA","149258","148177","NA","147180","NA","147170","149258","2577","149513","NA","NA","148263","2569","2569","148655","147170","2569","148263","149513","morph21_Oliver/Morris","4","2344","4","yes","1280","15"
"250","100","100","567.6","567.6","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","76318","1000","0.0131030687387","1","undefined","1","0","4","4","4","0","4","4","4","NA","4","4","0","4","NA","4","4","0","4","NA","4","NA","4","0","0","4","4","0","4","4","5","/","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","494","NA","NA","NA","NA","133148","494","2","legacy","1024","2","48000","-16","BA_m21","147","odd","CW_S","PEAKING","2569","152263","150663","144637","135725","NA","NA","NA","NA","152258","151160","NA","150163","NA","150160","152258","2577","152513","NA","NA","151263","2569","2569","151655","150160","2569","151263","152513","morph21_Oliver/Morris","5","2838","5","yes","1280","28"
"200","100","100","552.666666667","552.666666667","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","79193","1000","0.0126273786825","1","undefined","1","0","5","5","5","0","5","5","5","NA","5","5","0","5","NA","5","5","0","5","NA","5","NA","5","0","0","5","5","0","5","5","6","/","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","478","NA","NA","NA","NA","133148","478","2","legacy","1024","2","48000","-16","BA_m21","147","odd","FILL_W","FLOAT","2569","156755","153655","155247","135725","NA","NA","NA","NA","155242","154152","NA","153155","NA","153147","155242","2577","156955","NA","NA","154247","2569","2569","154647","153147","2569","154247","156955","morph21_Oliver/Morris","6","3316","6","yes","1280","30"
"250","100","100","533","533","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","75989","1000","0.0131597994447","1","undefined","1","0","6","6","6","0","6","6","6","NA","6","6","0","6","NA","6","6","0","6","NA","6","NA","6","0","0","6","6","0","6","6","7","/","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","415","NA","NA","NA","NA","133148","415","2","legacy","1024","2","48000","-16","BA_m21","147","odd","CW_S","COSTLY","2569","159830","158247","155247","135725","NA","NA","NA","NA","159821","158744","NA","157747","NA","157742","159821","2577","160080","NA","NA","158830","2569","2569","159222","157741","2569","158830","160080","morph21_Oliver/Morris","7","3731","7","yes","1280","36"
"200","100","100","529.125","529.125","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","75573","1000","0.0132322390272","1","undefined","1","0","7","7","7","0","7","7","7","NA","7","7","0","7","NA","7","7","0","7","NA","7","NA","7","0","0","7","7","0","7","7","8","/","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","502","NA","NA","NA","NA","133148","502","2","legacy","1024","2","48000","-16","BA_m21","147","odd","FILL_W","OLD","2569","163022","161397","155247","135725","NA","NA","NA","NA","163013","161894","NA","160897","NA","160894","163013","2577","163222","NA","NA","162022","2569","2569","162414","160894","2569","162022","163222","morph21_Oliver/Morris","8","4233","8","yes","1280","44"
"400","100","100","522.777777778","522.777777778","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","81775","1000","0.0122286762458","1","undefined","1","0","8","8","8","0","8","8","8","NA","8","8","0","8","NA","8","8","0","8","NA","8","NA","8","0","0","8","8","0","8","8","9","/","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","472","NA","NA","NA","NA","133148","472","2","legacy","1024","2","48000","-16","BA_m21","147","odd","CW_L","SHAPELY","2569","167482","164390","165973","135725","NA","NA","NA","NA","165968","164887","NA","163889","NA","163883","165968","2577","167882","NA","NA","164973","2569","2569","165365","163883","2569","164973","167882","morph21_Oliver/Morris","9","4705","9","yes","1280","35"
"250","100","100","514.9","514.9","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","75256","1000","0.0132879770384","1","undefined","1","0","9","9","9","0","9","9","9","NA","9","9","0","9","NA","9","9","0","9","NA","9","NA","9","0","0","9","9","0","9","9","10","/","10/30/18 16:16:30","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-147.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","444","NA","NA","NA","NA","133148","444","2","legacy","1024","2","48000","-16","BA_m21","147","odd","FILL_W","PACK","2569","170657","169057","165973","135725","NA","NA","NA","NA","170649","169554","NA","168557","NA","168547","170649","2577","170907","NA","NA","169657","2569","2569","170048","168547","2569","169657","170907","morph21_Oliver/Morris","10","5149","10","yes","1280","41"
