"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_AB_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_close_port","count_cond_trigger","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_instructions_1","count_logger","count_logscript","count_new_inline_script","count_new_inline_script_2","count_new_keyboard_response_1","count_open_port","count_reset_counter_prep","count_reset_counter_run","count_response_trigger_trial","count_responsescreen","count_sequence","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_AB_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_close_port","time_cond_trigger","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_inline_script_2","time_new_keyboard_response_1","time_open_port","time_reset_counter_prep","time_reset_counter_run","time_response_trigger_trial","time_responsescreen","time_sequence","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"200","0","0","1200","1200","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","NA","NA","NA","0","undefined","0","0","0","0","0","0","0","0","0","NA","0","0","NA","NA","0","0","NA","0","0","0","NA","NA","NA","0","0","0","NA","0","0","0","0","0","1","z","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","None","NA","NA","NA","NA","space","None","1200","NA","NA","NA","NA","77835","1200","2","legacy","1024","2","48000","-16","AB_m21","219","odd","FILL_NW","BROUPS","1792","83910","81541","NA","79641","NA","NA","NA","NA","NA","82042","NA","NA","NA","81039","NA","81008","1805","84110","NA","NA","NA","82082","1792","1792","NA","83282","83306","81008","82041","82062","morph21_Oliver/Morris","0","1200","1","yes","1920","4"
"350","0","0","1107.5","1107.5","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","NA","NA","NA","0","undefined","0","0","1","1","1","0","1","1","1","NA","0","1","NA","NA","0","1","NA","1","0","1","NA","NA","NA","1","0","0","NA","1","1","1","1","1","2","/","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","1015","NA","NA","NA","NA","77835","1015","2","legacy","1024","2","48000","-16","AB_m21","219","odd","FILL_W","GLOOM","1792","87871","85684","NA","79641","NA","NA","NA","NA","NA","86185","NA","NA","NA","85183","NA","85152","1805","88221","NA","NA","NA","86225","1792","1792","NA","87240","87266","85151","86184","86205","morph21_Oliver/Morris","0","2215","2","yes","1920","14"
"200","33.333333333333336","33.333333333333336","954","954","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","NA","NA","NA","1","undefined","1","0","2","2","2","0","2","2","2","NA","0","2","NA","NA","0","2","NA","2","0","2","NA","NA","NA","2","0","0","NA","2","2","2","2","2","3","/","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","647","NA","NA","NA","NA","77835","647","2","legacy","1024","2","48000","-16","AB_m21","219","odd","FILL_W","TEST","1792","93089","89771","91587","79641","NA","NA","NA","NA","NA","90273","NA","NA","NA","89269","NA","89243","1805","93289","NA","NA","NA","90313","1792","1792","NA","90960","90984","89243","90273","90293","morph21_Oliver/Morris","1","2862","3","yes","1920","47"
"250","25","25","1015.5","1015.5","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","NA","NA","NA","0","undefined","0","0","3","3","3","0","3","3","3","NA","0","3","NA","NA","0","3","NA","3","0","3","NA","NA","NA","3","0","0","NA","3","3","3","3","3","4","/","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","None","NA","NA","NA","NA","space","None","1200","NA","NA","NA","NA","77835","1200","2","legacy","1024","2","48000","-16","AB_m21","219","odd","CW_S","GRIMLY","1792","97220","94853","91587","79641","NA","NA","NA","NA","NA","95353","NA","NA","NA","94352","NA","94318","1805","97470","NA","NA","NA","95394","1792","1792","NA","96594","96617","94318","95353","95374","morph21_Oliver/Morris","1","4062","4","yes","1920","31"
"350","40","40","971.6","971.6","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","NA","NA","NA","1","undefined","1","0","4","4","4","0","4","4","4","NA","0","4","NA","NA","0","4","NA","4","0","4","NA","NA","NA","4","0","0","NA","4","4","4","4","4","5","/","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","796","NA","NA","NA","NA","77835","796","2","legacy","1024","2","48000","-16","AB_m21","219","odd","CW_L","PUNCHER","1792","100974","99006","91587","79641","NA","NA","NA","NA","NA","99508","NA","NA","NA","98503","NA","98477","1805","101324","NA","NA","NA","99548","1792","1792","NA","100344","100370","98477","99507","99528","morph21_Oliver/Morris","2","4858","5","yes","1920","1"
"350","50","50","923.6666666666666","923.6666666666666","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","NA","NA","NA","1","undefined","1","0","5","5","5","0","5","5","5","NA","0","5","NA","NA","0","5","NA","5","0","5","NA","NA","NA","5","0","0","NA","5","5","5","5","5","6","/","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","684","NA","NA","NA","NA","77835","684","2","legacy","1024","2","48000","-16","AB_m21","219","odd","CW_S","SINGER","1792","106277","102919","104774","79641","NA","NA","NA","NA","NA","103419","NA","NA","NA","102419","NA","102391","1805","106627","NA","NA","NA","103460","1792","1792","NA","104145","104170","102391","103419","103440","morph21_Oliver/Morris","3","5542","6","yes","1920","17"
"250","57.142857142857146","57.142857142857146","860.1428571428571","860.1428571428571","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","NA","NA","NA","1","undefined","1","0","6","6","6","0","6","6","6","NA","0","6","NA","NA","0","6","NA","6","0","6","NA","NA","NA","6","0","0","NA","6","6","6","6","6","7","/","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","479","NA","NA","NA","NA","77835","479","2","legacy","1024","2","48000","-16","AB_m21","219","odd","CW_L","DREAMER","1792","109820","108172","104774","79641","NA","NA","NA","NA","NA","108673","NA","NA","NA","107670","NA","107640","1805","110070","NA","NA","NA","108714","1792","1792","NA","109193","109216","107640","108673","108694","morph21_Oliver/Morris","4","6021","7","yes","1920","12"
"300","62.5","62.5","841","841","black","no","xpyriment","legacy","legacy","0","203","NA","uniform","NA","NA","NA","1","undefined","1","0","7","7","7","0","7","7","7","NA","0","7","NA","NA","0","7","NA","7","0","7","NA","NA","NA","7","0","0","NA","7","7","7","7","7","8","z","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","707","NA","NA","NA","NA","77835","707","2","legacy","1024","2","48000","-16","AB_m21","219","odd","NW_S_COMP","CURTITY","1792","113477","111599","104774","79641","NA","NA","NA","NA","NA","112100","NA","NA","NA","111098","NA","111064","1805","113777","NA","NA","NA","112141","1792","1792","NA","112848","112873","111064","112100","112121","morph21_Oliver/Morris","5","6728","8","yes","1920","11"
"350","66.66666666666667","66.66666666666667","820.8888888888889","820.8888888888889","black","no","xpyriment","legacy","legacy","0","206","NA","uniform","NA","NA","NA","1","undefined","1","0","8","8","8","0","8","8","8","NA","0","8","NA","NA","0","8","NA","8","0","8","NA","NA","NA","8","0","0","NA","8","8","8","8","8","9","z","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","660","NA","NA","NA","NA","77835","660","2","legacy","1024","2","48000","-16","AB_m21","219","odd","NW_L_SIMP","WIGITH","1792","118628","115296","117124","79641","NA","NA","NA","NA","NA","115796","NA","NA","NA","114796","NA","114768","1805","118978","NA","NA","NA","115836","1792","1792","NA","116496","116520","114768","115796","115816","morph21_Oliver/Morris","6","7388","9","yes","1920","9"
"400","70","70","824.9","824.9","black","no","xpyriment","legacy","legacy","0","205","NA","uniform","NA","NA","NA","1","undefined","1","0","9","9","9","0","9","9","9","NA","0","9","NA","NA","0","9","NA","9","0","9","NA","NA","NA","9","0","0","NA","9","9","9","9","9","10","z","Wed Oct  4 15:21:31 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\ekealey\Desktop","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/ekealey/Desktop/subject-219.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","861","NA","NA","NA","NA","77835","861","2","legacy","1024","2","48000","-16","AB_m21","219","odd","NW_S_SIMP","MEDICALADY","1792","122541","120509","117124","79641","NA","NA","NA","NA","NA","121011","NA","NA","NA","120008","NA","119977","1805","122941","NA","NA","NA","121051","1792","1792","NA","121912","121938","119977","121011","121031","morph21_Oliver/Morris","7","8249","10","yes","1920","18"
