"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_BA_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_incorrect_trigger","count_instructions_1","count_logger","count_logscript","count_new_coroutines","count_new_inline_script","count_new_keyboard_response_1","count_reset_counter_prep","count_reset_counter_run","count_responsescreen","count_sequence","count_start_trigger","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_BA_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_incorrect_trigger","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_keyboard_response_1","time_reset_counter_prep","time_reset_counter_run","time_responsescreen","time_sequence","time_start_trigger","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"400","0","0","502","502","black","no","xpyriment","legacy","legacy","0","205","NA","uniform","81842","1000","0.012218665233","0","undefined","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","0","NA","0","NA","0","0","0","0","0","0","0","0","1","z","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","502","NA","NA","NA","NA","189061","502","2","legacy","1024","2","48000","-16","BA_m21","117","odd","NW_S_SIMP","ADVERTISELY","1363","193339","191731","NA","190434","NA","NA","NA","NA","NA","192228","NA","191231","NA","191159","193330","1372","193739","NA","NA","192339","1363","1363","192731","191159","1363","192339","193739","morph21_Oliver/Morris","0","502","1","yes","1280","25"
"300","50","50","558.5","558.5","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","73595","1000","0.0135878796114","1","undefined","1","0","1","1","1","0","1","1","1","NA","1","1","0","1","NA","1","1","0","1","NA","1","NA","1","0","0","1","1","0","1","1","2","/","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","615","NA","NA","NA","NA","189061","615","2","legacy","1024","2","48000","-16","BA_m21","117","odd","FILL_W","BALD","1363","196523","194922","NA","190434","NA","NA","NA","NA","196518","195419","NA","194422","NA","194414","196518","1372","196824","NA","NA","195531","1363","1363","195915","194414","1363","195531","196824","morph21_Oliver/Morris","1","1117","2","yes","1280","3"
"350","66.6666666667","66.6666666667","491","491","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","78361","1000","0.0127614502112","1","undefined","1","0","2","2","2","0","2","2","2","NA","2","2","0","2","NA","2","2","0","2","NA","2","NA","2","0","0","2","2","0","2","2","3","/","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","356","NA","NA","NA","NA","189061","356","2","legacy","1024","2","48000","-16","BA_m21","117","odd","CW_S","DULLNESS","1363","201090","197974","199582","190434","NA","NA","NA","NA","199578","198471","NA","197474","NA","197468","199578","1372","201441","NA","NA","198582","1363","1363","198982","197468","1363","198582","201441","morph21_Oliver/Morris","2","1473","3","yes","1280","43"
"250","50","50","579","579","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","65826","1000","0.0151915656428","0","undefined","0","0","3","3","3","0","3","3","3","NA","3","3","0","3","NA","3","3","0","3","NA","3","NA","3","0","0","3","3","0","3","3","4","z","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","843","NA","NA","NA","NA","189061","843","2","legacy","1024","2","48000","-16","BA_m21","117","odd","FILL_NW","PLAODS","1363","204207","202624","199582","190434","NA","NA","NA","NA","199578","203121","NA","202124","NA","202120","204200","1372","204457","NA","NA","203207","1363","1363","203599","202120","1363","203207","204457","morph21_Oliver/Morris","2","2316","4","yes","1280","37"
"300","40","40","594.4","594.4","black","no","xpyriment","legacy","legacy","0","206","NA","uniform","73920","1000","0.0135281385281","0","undefined","0","0","4","4","4","0","4","4","4","NA","4","4","0","4","NA","4","4","0","4","NA","4","NA","4","0","0","4","4","0","4","4","5","z","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","656","NA","NA","NA","NA","189061","656","2","legacy","1024","2","48000","-16","BA_m21","117","odd","NW_L_SIMP","BEGENCE","1363","207241","205657","199582","190434","NA","NA","NA","NA","199578","206154","NA","205157","NA","205147","207232","1372","207541","NA","NA","206241","1363","1363","206632","205147","1363","206241","207541","morph21_Oliver/Morris","2","2972","5","yes","1280","4"
"350","50","50","586.333333333","586.333333333","black","no","xpyriment","legacy","legacy","0","203","NA","uniform","75229","1000","0.0132927461484","1","undefined","1","0","5","5","5","0","5","5","5","NA","5","5","0","5","NA","5","5","0","5","NA","5","NA","5","0","0","5","5","0","5","5","6","z","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","546","NA","NA","NA","NA","189061","546","2","legacy","1024","2","48000","-16","BA_m21","117","odd","NW_S_COMP","HUMIDOES","1363","211908","208799","210399","190434","NA","NA","NA","NA","210396","209296","NA","208299","NA","208292","210396","1372","212258","NA","NA","209407","1363","1363","209799","208292","1363","209407","212258","morph21_Oliver/Morris","3","3518","6","yes","1280","25"
"300","57.1428571429","57.1428571429","577.714285714","577.714285714","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","75302","1000","0.0132798597647","1","undefined","1","0","6","6","6","0","6","6","6","NA","6","6","0","6","NA","6","6","0","6","NA","6","NA","6","0","0","6","6","0","6","6","7","/","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","526","NA","NA","NA","NA","189061","526","2","legacy","1024","2","48000","-16","BA_m21","117","odd","CW_L","COMPOSER","1363","215092","213509","210399","190434","NA","NA","NA","NA","215089","214006","NA","213008","NA","213000","215089","1372","215392","NA","NA","214100","1363","1363","214492","213000","1363","214100","215392","morph21_Oliver/Morris","4","4044","7","yes","1280","6"
"200","62.5","62.5","537.875","537.875","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","87584","1000","0.0114176105225","1","undefined","1","0","7","7","7","0","7","7","7","NA","7","7","0","7","NA","7","7","0","7","NA","7","NA","7","0","0","7","7","0","7","7","8","/","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","259","NA","NA","NA","NA","189061","259","2","legacy","1024","2","48000","-16","BA_m21","117","odd","CW_S","BOLDNESS","1363","218175","216575","210399","190434","NA","NA","NA","NA","218171","217072","NA","216075","NA","216072","218171","1372","218375","NA","NA","217175","1363","1363","217575","216072","1363","217175","218375","morph21_Oliver/Morris","5","4303","8","yes","1280","41"
"200","55.5555555556","55.5555555556","530.333333333","530.333333333","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","79807","1000","0.0125302291779","0","undefined","0","0","8","8","8","0","8","8","8","NA","8","8","0","8","NA","8","8","0","8","NA","8","NA","8","0","0","8","8","0","8","8","9","z","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","470","NA","NA","NA","NA","189061","470","2","legacy","1024","2","48000","-16","BA_m21","117","odd","FILL_NW","CINDS","1363","222601","219509","221092","190434","NA","NA","NA","NA","218171","220006","NA","219000","NA","218997","221088","1372","222801","NA","NA","220092","1363","1363","220492","218997","1363","220092","222801","morph21_Oliver/Morris","5","4773","9","yes","1280","6"
"350","50","50","530.1","530.1","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","80874","1000","0.012364913322","0","undefined","0","0","9","9","9","0","9","9","9","NA","9","9","0","9","NA","9","9","0","9","NA","9","NA","9","0","0","9","9","0","9","9","10","z","12/06/17 16:32:31","The main experiment item","yes","FIN__BA__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-117.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","528","NA","NA","NA","NA","189061","528","2","legacy","1024","2","48000","-16","BA_m21","117","odd","NW_L_COMP","AGREELA","1363","225617","224017","221092","190434","NA","NA","NA","NA","218171","224515","NA","223517","NA","223507","225613","1372","225967","NA","NA","224617","1363","1363","225017","223507","1363","224617","225967","morph21_Oliver/Morris","5","5301","10","yes","1280","24"
