"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_AB_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_incorrect_trigger","count_instructions_1","count_logger","count_logscript","count_new_coroutines","count_new_inline_script","count_new_keyboard_response_1","count_reset_counter_prep","count_reset_counter_run","count_responsescreen","count_sequence","count_start_trigger","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_AB_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_incorrect_trigger","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_keyboard_response_1","time_reset_counter_prep","time_reset_counter_run","time_responsescreen","time_sequence","time_start_trigger","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"400","0","0","992","992","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","61291","1000","0.0163156091433","0","undefined","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","0","NA","0","NA","0","0","0","0","0","0","0","0","1","/","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","None","NA","NA","NA","NA","space","None","992","NA","NA","NA","NA","1938132","992","2","legacy","1024","2","48000","-16","AB_m21","130","even","FILL_W","EAT","1993","1943006","1941406","NA","1940134","NA","NA","NA","NA","NA","1941903","NA","1940901","NA","1940829","1942999","2002","1943406","NA","NA","1942006","1993","1993","1942398","1940829","1993","1942006","1943406","morph21_Oliver/Morris","0","992","1","yes","1280","25"
"350","50","50","854","854","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","63366","1000","0.0157813338383","1","undefined","1","0","1","1","1","0","1","1","1","NA","1","1","0","1","NA","1","1","0","1","NA","1","NA","1","0","0","1","1","0","1","1","2","z","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","716","NA","NA","NA","NA","1938132","716","2","legacy","1024","2","48000","-16","AB_m21","130","even","FILL_NW","DASP","1993","1946283","1944699","NA","1940134","NA","NA","NA","NA","1946277","1945196","NA","1944199","NA","1944188","1946277","2002","1946633","NA","NA","1945283","1993","1993","1945682","1944188","1993","1945282","1946633","morph21_Oliver/Morris","1","1708","2","yes","1280","13"
"350","66.6666666667","66.6666666667","766.333333333","766.333333333","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","72126","1000","0.0138646257937","1","undefined","1","0","2","2","2","0","2","2","2","NA","2","2","0","2","NA","2","2","0","2","NA","2","NA","2","0","0","2","2","0","2","2","3","/","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","591","NA","NA","NA","NA","1938132","591","2","legacy","1024","2","48000","-16","AB_m21","130","even","CW_L","RENTER","1993","1950933","1947816","1949424","1940134","NA","NA","NA","NA","1949419","1948313","NA","1947316","NA","1947306","1949419","2002","1951283","NA","NA","1948424","1993","1993","1948824","1947306","1993","1948424","1951283","morph21_Oliver/Morris","2","2299","3","yes","1280","9"
"250","75","75","755","755","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","65407","1000","0.0152888834528","1","undefined","1","0","3","3","3","0","3","3","3","NA","3","3","0","3","NA","3","3","0","3","NA","3","NA","3","0","0","3","3","0","3","3","4","/","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","721","NA","NA","NA","NA","1938132","721","2","legacy","1024","2","48000","-16","AB_m21","130","even","CW_S","TOSSING","1993","1954141","1952558","1949424","1940134","NA","NA","NA","NA","1954135","1953055","NA","1952058","NA","1952052","1954135","2002","1954391","NA","NA","1953141","1993","1993","1953533","1952052","1993","1953141","1954391","morph21_Oliver/Morris","3","3020","4","yes","1280","26"
"300","80","80","799.8","799.8","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","57638","1000","0.0173496651515","1","undefined","1","0","4","4","4","0","4","4","4","NA","4","4","0","4","NA","4","4","0","4","NA","4","NA","4","0","0","4","4","0","4","4","5","z","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","979","NA","NA","NA","NA","1938132","979","2","legacy","1024","2","48000","-16","AB_m21","130","even","NW_L_COMP","ILLIST","1993","1957275","1955666","1949424","1940134","NA","NA","NA","NA","1957269","1956163","NA","1955166","NA","1955156","1957269","2002","1957575","NA","NA","1956275","1993","1993","1956666","1955156","1993","1956275","1957575","morph21_Oliver/Morris","4","3999","5","yes","1280","9"
"250","83.3333333333","83.3333333333","781.166666667","781.166666667","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","66741","1000","0.0149832936276","1","undefined","1","0","5","5","5","0","5","5","5","NA","5","5","0","5","NA","5","5","0","5","NA","5","NA","5","0","0","5","5","0","5","5","6","z","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","688","NA","NA","NA","NA","1938132","688","2","legacy","1024","2","48000","-16","AB_m21","130","even","FILL_NW","PLAODS","1993","1961859","1958766","1960350","1940134","NA","NA","NA","NA","1960345","1959264","NA","1958266","NA","1958263","1960345","2002","1962109","NA","NA","1959350","1993","1993","1959750","1958263","1993","1959350","1962109","morph21_Oliver/Morris","5","4687","6","yes","1280","37"
"400","71.4285714286","71.4285714286","771.714285714","771.714285714","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","65265","1000","0.0153221481652","0","undefined","0","0","6","6","6","0","6","6","6","NA","6","6","0","6","NA","6","6","0","6","NA","6","NA","6","0","0","6","6","0","6","6","7","z","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","715","NA","NA","NA","NA","1938132","715","2","legacy","1024","2","48000","-16","AB_m21","130","even","FILL_NW","HEND","1993","1964884","1963293","1960350","1940134","NA","NA","NA","NA","1960345","1963790","NA","1962793","NA","1962789","1964874","2002","1965284","NA","NA","1963884","1993","1993","1964276","1962789","1993","1963884","1965284","morph21_Oliver/Morris","5","5402","7","yes","1280","28"
"250","62.5","62.5","799.75","799.75","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","56629","1000","0.0176587967296","0","undefined","0","0","7","7","7","0","7","7","7","NA","7","7","0","7","NA","7","7","0","7","NA","7","NA","7","0","0","7","7","0","7","7","8","z","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","None","NA","NA","NA","NA","space","None","996","NA","NA","NA","NA","1938132","996","2","legacy","1024","2","48000","-16","AB_m21","130","even","NW_L_COMP","FREENESS","1993","1968101","1966501","1960350","1940134","NA","NA","NA","NA","1960345","1966998","NA","1966001","NA","1965996","1968097","2002","1968351","NA","NA","1967101","1993","1993","1967501","1965996","1993","1967101","1968351","morph21_Oliver/Morris","5","6398","8","yes","1280","15"
"400","66.6666666667","66.6666666667","783.666666667","783.666666667","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","68389","1000","0.0146222345699","1","undefined","1","0","8","8","8","0","8","8","8","NA","8","8","0","8","NA","8","8","0","8","NA","8","NA","8","0","0","8","8","0","8","8","9","z","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","655","NA","NA","NA","NA","1938132","655","2","legacy","1024","2","48000","-16","AB_m21","130","even","FILL_NW","ULNS","1993","1972660","1969568","1971151","1940134","NA","NA","NA","NA","1971145","1970065","NA","1969068","NA","1969063","1971145","2002","1973060","NA","NA","1970151","1993","1993","1970543","1969063","1993","1970151","1973060","morph21_Oliver/Morris","6","7053","9","yes","1280","45"
"250","70","70","772.7","772.7","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","65864","1000","0.0151828009231","1","undefined","1","0","9","9","9","0","9","9","9","NA","9","9","0","9","NA","9","9","0","9","NA","9","NA","9","0","0","9","9","0","9","9","10","/","07/19/18 15:10:40","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-130.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","674","NA","NA","NA","NA","1938132","674","2","legacy","1024","2","48000","-16","AB_m21","130","even","CW_S","JAILER","1993","1975860","1974276","1971151","1940134","NA","NA","NA","NA","1975855","1974774","NA","1973776","NA","1973774","1975855","2002","1976110","NA","NA","1974860","1993","1993","1975260","1973774","1993","1974860","1976110","morph21_Oliver/Morris","7","7727","10","yes","1280","13"
