"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_AB_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_incorrect_trigger","count_instructions_1","count_logger","count_logscript","count_new_coroutines","count_new_inline_script","count_new_keyboard_response_1","count_reset_counter_prep","count_reset_counter_run","count_responsescreen","count_sequence","count_start_trigger","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_AB_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_incorrect_trigger","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_keyboard_response_1","time_reset_counter_prep","time_reset_counter_run","time_responsescreen","time_sequence","time_start_trigger","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"300","0","0","991","991","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","62431","1000","0.0160176835226","0","undefined","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","0","NA","0","NA","0","0","0","0","0","0","0","0","1","z","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","None","NA","NA","NA","NA","space","None","991","NA","NA","NA","NA","155016","991","2","legacy","1024","2","48000","-16","AB_m21","139","odd","FILL_NW","SCURE","2249","160129","158529","NA","157275","NA","NA","NA","NA","NA","159026","NA","158024","NA","157961","160120","2258","160429","NA","NA","159129","2249","2249","159521","157961","2249","159129","160429","morph21_Oliver/Morris","0","991","1","yes","1280","41"
"250","50","50","780","780","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","74625","1000","0.0134003350084","1","undefined","1","0","1","1","1","0","1","1","1","NA","1","1","0","1","NA","1","1","0","1","NA","1","NA","1","0","0","1","1","0","1","1","2","/","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","569","NA","NA","NA","NA","155016","569","2","legacy","1024","2","48000","-16","AB_m21","139","odd","CW_S","MOSSY","2249","163330","161738","NA","157275","NA","NA","NA","NA","163323","162236","NA","161238","NA","161231","163323","2258","163580","NA","NA","162330","2249","2249","162722","161231","2249","162330","163580","morph21_Oliver/Morris","1","1560","2","yes","1280","47"
"400","66.6666666667","66.6666666667","725.666666667","725.666666667","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","74258","1000","0.0134665625252","1","undefined","1","0","2","2","2","0","2","2","2","NA","2","2","0","2","NA","2","2","0","2","NA","2","NA","2","0","0","2","2","0","2","2","3","/","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","617","NA","NA","NA","NA","155016","617","2","legacy","1024","2","48000","-16","AB_m21","139","odd","FILL_W","CHIP","2249","168039","164922","166530","157275","NA","NA","NA","NA","166521","165419","NA","164422","NA","164411","166521","2258","168439","NA","NA","165530","2249","2249","165922","164411","2249","165530","168439","morph21_Oliver/Morris","2","2177","3","yes","1280","11"
"200","75","75","681.25","681.25","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","75655","1000","0.0132178970326","1","undefined","1","0","3","3","3","0","3","3","3","NA","3","3","0","3","NA","3","3","0","3","NA","3","NA","3","0","0","3","3","0","3","3","4","/","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","548","NA","NA","NA","NA","155016","548","2","legacy","1024","2","48000","-16","AB_m21","139","odd","CW_L","SHAMEFUL","2249","171222","169630","166530","157275","NA","NA","NA","NA","171214","170128","NA","169130","NA","169123","171214","2258","171422","NA","NA","170222","2249","2249","170614","169123","2249","170222","171422","morph21_Oliver/Morris","3","2725","4","yes","1280","19"
"250","80","80","691.4","691.4","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","65490","1000","0.0152695067949","1","undefined","1","0","4","4","4","0","4","4","4","NA","4","4","0","4","NA","4","4","0","4","NA","4","NA","4","0","0","4","4","0","4","4","5","z","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","732","NA","NA","NA","NA","155016","732","2","legacy","1024","2","48000","-16","AB_m21","139","odd","NW_L_COMP","STIRANCE","2249","174397","172789","166530","157275","NA","NA","NA","NA","174395","173286","NA","172289","NA","172285","174395","2258","174647","NA","NA","173406","2249","2249","173797","172285","2249","173406","174647","morph21_Oliver/Morris","4","3457","5","yes","1280","1"
"350","83.3333333333","83.3333333333","653.666666667","653.666666667","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","75634","1000","0.0132215670201","1","undefined","1","0","5","5","5","0","5","5","5","NA","5","5","0","5","NA","5","5","0","5","NA","5","NA","5","0","0","5","5","0","5","5","6","/","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","465","NA","NA","NA","NA","155016","465","2","legacy","1024","2","48000","-16","AB_m21","139","odd","CW_S","DULLNESS","2249","179007","175897","177497","157275","NA","NA","NA","NA","177494","176394","NA","175397","NA","175387","177494","2258","179357","NA","NA","176497","2249","2249","176897","175387","2249","176497","179357","morph21_Oliver/Morris","5","3922","6","yes","1280","43"
"200","85.7142857143","85.7142857143","631.714285714","631.714285714","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","74429","1000","0.0134356232114","1","undefined","1","0","6","6","6","0","6","6","6","NA","6","6","0","6","NA","6","6","0","6","NA","6","NA","6","0","0","6","6","0","6","6","7","/","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","/","NA","NA","NA","NA","space","/","500","NA","NA","NA","NA","155016","500","2","legacy","1024","2","48000","-16","AB_m21","139","odd","FILL_W","STALK","2249","182215","180582","177497","157275","NA","NA","NA","NA","182205","181079","NA","180082","NA","180074","182205","2258","182415","NA","NA","181215","2249","2249","181607","180074","2249","181215","182415","morph21_Oliver/Morris","6","4422","7","yes","1280","27"
"300","87.5","87.5","647","647","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","65999","1000","0.0151517447234","1","undefined","1","0","7","7","7","0","7","7","7","NA","7","7","0","7","NA","7","7","0","7","NA","7","NA","7","0","0","7","7","0","7","7","8","z","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","754","NA","NA","NA","NA","155016","754","2","legacy","1024","2","48000","-16","AB_m21","139","odd","FILL_NW","TREMP","2249","185265","183657","177497","157275","NA","NA","NA","NA","185257","184154","NA","183157","NA","183146","185257","2258","185565","NA","NA","184265","2249","2249","184657","183146","2249","184265","185565","morph21_Oliver/Morris","7","5176","8","yes","1280","20"
"300","88.8888888889","88.8888888889","677.444444444","677.444444444","black","no","xpyriment","legacy","legacy","0","206","NA","uniform","65623","1000","0.0152385596513","1","undefined","1","0","8","8","8","0","8","8","8","NA","8","8","0","8","NA","8","8","0","8","NA","8","NA","8","0","0","8","8","0","8","8","9","z","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","921","NA","NA","NA","NA","155016","921","2","legacy","1024","2","48000","-16","AB_m21","139","odd","NW_L_SIMP","PRAYANGE","2249","189949","186857","188441","157275","NA","NA","NA","NA","188437","187354","NA","186357","NA","186346","188437","2258","190249","NA","NA","187441","2249","2249","187841","186346","2249","187441","190249","morph21_Oliver/Morris","8","6097","9","yes","1280","1"
"350","90","90","686.5","686.5","black","no","xpyriment","legacy","legacy","0","203","NA","uniform","64979","1000","0.0153895874052","1","undefined","1","0","9","9","9","0","9","9","9","NA","9","9","0","9","NA","9","9","0","9","NA","9","NA","9","0","0","9","9","0","9","9","10","z","10/09/18 16:23:53","The main experiment item","yes","FIN__AB__M21__7%3A10%3A17.osexp","C:\Users\ERP Testing Room\Desktop\Joanna\morph21","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/ERP Testing Room/Desktop/Joanna/morph21/subject-139.csv","xpyriment","Jazzy James","3.1.4","0","z","NA","NA","NA","NA","space","z","768","NA","NA","NA","NA","155016","768","2","legacy","1024","2","48000","-16","AB_m21","139","odd","NW_S_COMP","FIENDISM","2249","193074","191491","188441","157275","NA","NA","NA","NA","193069","191988","NA","190991","NA","190984","193069","2258","193424","NA","NA","192074","2249","2249","192474","190984","2249","192074","193424","morph21_Oliver/Morris","9","6865","10","yes","1280","24"
