"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_AB_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_close_port","count_cond_trigger","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_instructions_1","count_logger","count_logscript","count_new_inline_script","count_new_inline_script_2","count_new_keyboard_response_1","count_open_port","count_reset_counter_prep","count_reset_counter_run","count_response_trigger_trial","count_responsescreen","count_sequence","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_AB_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_close_port","time_cond_trigger","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_inline_script_2","time_new_keyboard_response_1","time_open_port","time_reset_counter_prep","time_reset_counter_run","time_response_trigger_trial","time_responsescreen","time_sequence","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"250","0","0","1200","1200","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","NA","NA","NA","0","undefined","0","0","0","0","0","0","0","0","0","NA","0","0","NA","NA","0","0","NA","0","0","0","NA","NA","NA","0","0","0","NA","0","0","0","0","0","1","/","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","None","NA","NA","NA","NA","space","None","1200","NA","NA","NA","NA","60798","1200","2","legacy","1024","2","48000","-16","AB_m21","203","odd","CW_S","MOSSY","1907","66820","64453","NA","62715","NA","NA","NA","NA","NA","64953","NA","NA","NA","63952","NA","63917","1916","67070","NA","NA","NA","64993","1907","1907","NA","66193","66216","63917","64953","64973","morph21_Oliver/Morris","0","1200","1","yes","1920","47"
"350","50","50","948","948","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","NA","NA","NA","1","undefined","1","0","1","1","1","0","1","1","1","NA","0","1","NA","NA","0","1","NA","1","0","1","NA","NA","NA","1","0","0","NA","1","1","1","1","1","2","/","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","696","NA","NA","NA","NA","60798","696","2","legacy","1024","2","48000","-16","AB_m21","203","odd","FILL_W","LEAK","1907","70504","68637","NA","62715","NA","NA","NA","NA","NA","69138","NA","NA","NA","68137","NA","68107","1916","70854","NA","NA","NA","69178","1907","1907","NA","69875","69900","68107","69138","69158","morph21_Oliver/Morris","1","1896","2","yes","1920","9"
"300","66.66666666666667","66.66666666666667","974.3333333333334","974.3333333333334","black","no","xpyriment","legacy","legacy","0","205","NA","uniform","NA","NA","NA","1","undefined","1","0","2","2","2","0","2","2","2","NA","0","2","NA","NA","0","2","NA","2","0","2","NA","NA","NA","2","0","0","NA","2","2","2","2","2","3","z","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","1027","NA","NA","NA","NA","60798","1027","2","legacy","1024","2","48000","-16","AB_m21","203","odd","NW_S_SIMP","FEVERIME","1907","76098","72394","74591","62715","NA","NA","NA","NA","NA","72896","NA","NA","NA","71892","NA","71867","1916","76398","NA","NA","NA","72936","1907","1907","NA","73963","73987","71867","72896","72916","morph21_Oliver/Morris","2","2923","3","yes","1920","24"
"300","75","75","1017.75","1017.75","black","no","xpyriment","legacy","legacy","0","206","NA","uniform","NA","NA","NA","1","undefined","1","0","3","3","3","0","3","3","3","NA","0","3","NA","NA","0","3","NA","3","0","3","NA","NA","NA","3","0","0","NA","3","3","3","3","3","4","z","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","1148","NA","NA","NA","NA","60798","1148","2","legacy","1024","2","48000","-16","AB_m21","203","odd","NW_L_SIMP","BEGENGE","1907","80253","77936","74591","62715","NA","NA","NA","NA","NA","78437","NA","NA","NA","77436","NA","77405","1916","80553","NA","NA","NA","78478","1907","1907","NA","79627","79650","77405","78437","78458","morph21_Oliver/Morris","3","4071","4","yes","1920","4"
"250","80","80","985.6","985.6","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","NA","NA","NA","1","undefined","1","0","4","4","4","0","4","4","4","NA","0","4","NA","NA","0","4","NA","4","0","4","NA","NA","NA","4","0","0","NA","4","4","4","4","4","5","/","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","857","NA","NA","NA","NA","60798","857","2","legacy","1024","2","48000","-16","AB_m21","203","odd","CW_S","SEEKER","1907","84085","82060","74591","62715","NA","NA","NA","NA","NA","82560","NA","NA","NA","81559","NA","81536","1916","84335","NA","NA","NA","82601","1907","1907","NA","83459","83482","81536","82560","82581","morph21_Oliver/Morris","4","4928","5","yes","1920","16"
"250","83.33333333333333","83.33333333333333","945","945","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","NA","NA","NA","1","undefined","1","0","5","5","5","0","5","5","5","NA","0","5","NA","NA","0","5","NA","5","0","5","NA","NA","NA","5","0","0","NA","5","5","5","5","5","6","/","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","742","NA","NA","NA","NA","60798","742","2","legacy","1024","2","48000","-16","AB_m21","203","odd","CW_S","COSTLY","1907","89264","85848","87759","62715","NA","NA","NA","NA","NA","86349","NA","NA","NA","85347","NA","85319","1916","89514","NA","NA","NA","86389","1907","1907","NA","87131","87155","85319","86349","86369","morph21_Oliver/Morris","5","5670","6","yes","1920","36"
"400","85.71428571428571","85.71428571428571","917.1428571428571","917.1428571428571","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","NA","NA","NA","1","undefined","1","0","6","6","6","0","6","6","6","NA","0","6","NA","NA","0","6","NA","6","0","6","NA","NA","NA","6","0","0","NA","6","6","6","6","6","7","/","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","750","NA","NA","NA","NA","60798","750","2","legacy","1024","2","48000","-16","AB_m21","203","odd","CW_L","DRYNESS","1907","92942","91024","87759","62715","NA","NA","NA","NA","NA","91524","NA","NA","NA","90524","NA","90494","1916","93342","NA","NA","NA","91565","1907","1907","NA","92315","92339","90494","91524","91545","morph21_Oliver/Morris","6","6420","7","yes","1920","42"
"200","87.5","87.5","892.875","892.875","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","NA","NA","NA","1","undefined","1","0","7","7","7","0","7","7","7","NA","0","7","NA","NA","0","7","NA","7","0","7","NA","NA","NA","7","0","0","NA","7","7","7","7","7","8","/","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","723","NA","NA","NA","NA","60798","723","2","legacy","1024","2","48000","-16","AB_m21","203","odd","FILL_W","SAVE","1907","96743","94850","87759","62715","NA","NA","NA","NA","NA","95352","NA","NA","NA","94349","NA","94321","1916","96943","NA","NA","NA","95392","1907","1907","NA","96115","96140","94321","95352","95372","morph21_Oliver/Morris","7","7143","8","yes","1920","46"
"350","88.88888888888889","88.88888888888889","877.1111111111111","877.1111111111111","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","NA","NA","NA","1","undefined","1","0","8","8","8","0","8","8","8","NA","0","8","NA","NA","0","8","NA","8","0","8","NA","NA","NA","8","0","0","NA","8","8","8","8","8","9","z","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","751","NA","NA","NA","NA","60798","751","2","legacy","1024","2","48000","-16","AB_m21","203","odd","NW_L_COMP","INKISM","1907","101871","98447","100366","62715","NA","NA","NA","NA","NA","98947","NA","NA","NA","97946","NA","97919","1916","102222","NA","NA","NA","98987","1907","1907","NA","99739","99762","97919","98947","98967","morph21_Oliver/Morris","8","7894","9","yes","1920","8"
"200","90","90","885.3","885.3","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","NA","NA","NA","1","undefined","1","0","9","9","9","0","9","9","9","NA","0","9","NA","NA","0","9","NA","9","0","9","NA","NA","NA","9","0","0","NA","9","9","9","9","9","10","z","Tue Jun 13 18:44:05 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/emoore8/Desktop/subject-203.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","959","NA","NA","NA","NA","60798","959","2","legacy","1024","2","48000","-16","AB_m21","203","odd","FILL_NW","PORDS","1907","105854","103727","100366","62715","NA","NA","NA","NA","NA","104227","NA","NA","NA","103226","NA","103202","1916","106054","NA","NA","NA","104268","1907","1907","NA","105227","105251","103202","104227","104248","morph21_Oliver/Morris","9","8853","10","yes","1920","39"
