"ITI","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond_trig","condtrigtime","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions_1","correct_new_keyboard_response_1","count_AB_m21","count_ITI","count_blank_screen","count_blink_screen","count_block1","count_break1","count_break2","count_break3_1","count_canvas","count_close_port","count_cond_trigger","count_correct_trigger","count_def_chain","count_end_screen","count_fixation_1","count_getting_started","count_inc_counter","count_instructions_1","count_logger","count_logscript","count_new_inline_script","count_new_inline_script_2","count_new_keyboard_response_1","count_open_port","count_reset_counter_prep","count_reset_counter_run","count_response_trigger_trial","count_responsescreen","count_sequence","count_target_present","count_word_trigger","counter","cresp","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break1","response_break2","response_break3_1","response_end_screen","response_instructions_1","response_new_keyboard_response_1","response_time","response_time_break1","response_time_break2","response_time_break3_1","response_time_end_screen","response_time_instructions_1","response_time_new_keyboard_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","targ_type","target","time_AB_m21","time_ITI","time_blank_screen","time_blink_screen","time_block1","time_break1","time_break2","time_break3_1","time_canvas","time_close_port","time_cond_trigger","time_correct_trigger","time_def_chain","time_end_screen","time_fixation_1","time_getting_started","time_inc_counter","time_instructions_1","time_logger","time_logscript","time_new_inline_script","time_new_inline_script_2","time_new_keyboard_response_1","time_open_port","time_reset_counter_prep","time_reset_counter_run","time_response_trigger_trial","time_responsescreen","time_sequence","time_target_present","time_word_trigger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_trig"
"250","0","0","1200","1200","black","no","xpyriment","legacy","legacy","0","203","NA","uniform","NA","NA","NA","0","undefined","0","0","0","0","0","0","0","0","0","NA","0","0","NA","NA","0","0","NA","0","0","0","NA","NA","NA","0","0","0","NA","0","0","0","0","0","1","z","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","0","0","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","None","NA","NA","NA","NA","space","None","1200","NA","NA","NA","NA","33908","1200","2","legacy","1024","2","48000","-16","AB_m21","207","odd","NW_S_COMP","BRANCHER","1685","39683","37316","NA","35606","NA","NA","NA","NA","NA","37817","NA","NA","NA","36816","NA","36787","1697","39933","NA","NA","NA","37857","1685","1685","NA","39057","39080","36786","37816","37837","morph21_Oliver/Morris","0","1200","1","yes","1920","16"
"400","0","0","1200","1200","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","NA","NA","NA","0","undefined","0","0","1","1","1","0","1","1","1","NA","0","1","NA","NA","0","1","NA","1","0","1","NA","NA","NA","1","0","0","NA","1","1","1","1","1","2","z","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","1","1","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","None","NA","NA","NA","NA","space","None","1200","NA","NA","NA","NA","33908","1200","2","legacy","1024","2","48000","-16","AB_m21","207","odd","FILL_NW","SOISE","1685","43819","41450","NA","35606","NA","NA","NA","NA","NA","41950","NA","NA","NA","40950","NA","40926","1697","44219","NA","NA","NA","41991","1685","1685","NA","43191","43216","40926","41950","41971","morph21_Oliver/Morris","0","2400","2","yes","1920","43"
"200","0","0","1024","1024","black","no","xpyriment","legacy","legacy","0","204","NA","uniform","NA","NA","NA","0","undefined","0","0","2","2","2","0","2","2","2","NA","0","2","NA","NA","0","2","NA","2","0","2","NA","NA","NA","2","0","0","NA","2","2","2","2","2","3","z","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","2","2","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","672","NA","NA","NA","NA","33908","672","2","legacy","1024","2","48000","-16","AB_m21","207","odd","NW_L_COMP","PITCHORY","1685","49106","45760","47603","35606","NA","NA","NA","NA","NA","46262","NA","NA","NA","45259","NA","45234","1697","49306","NA","NA","NA","46302","1685","1685","NA","46974","47000","45234","46261","46282","morph21_Oliver/Morris","0","3072","3","yes","1920","25"
"300","0","0","1050.25","1050.25","black","no","xpyriment","legacy","legacy","0","206","NA","uniform","NA","NA","NA","0","undefined","0","0","3","3","3","0","3","3","3","NA","0","3","NA","NA","0","3","NA","3","0","3","NA","NA","NA","3","0","0","NA","3","3","3","3","3","4","z","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","3","3","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","1129","NA","NA","NA","NA","33908","1129","2","legacy","1024","2","48000","-16","AB_m21","207","odd","NW_L_SIMP","TAXFIL","1685","53113","50815","47603","35606","NA","NA","NA","NA","NA","51315","NA","NA","NA","50314","NA","50284","1697","53413","NA","NA","NA","51356","1685","1685","NA","52486","52509","50284","51315","51336","morph21_Oliver/Morris","0","4201","4","yes","1920","6"
"300","20","20","961.2","961.2","black","no","xpyriment","legacy","legacy","0","206","NA","uniform","NA","NA","NA","1","undefined","1","0","4","4","4","0","4","4","4","NA","0","4","NA","NA","0","4","NA","4","0","4","NA","NA","NA","4","0","0","NA","4","4","4","4","4","5","z","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","4","4","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","605","NA","NA","NA","NA","33908","605","2","legacy","1024","2","48000","-16","AB_m21","207","odd","NW_L_SIMP","ELBOWILM","1685","56745","54969","47603","35606","NA","NA","NA","NA","NA","55469","NA","NA","NA","54468","NA","54439","1697","57045","NA","NA","NA","55512","1685","1685","NA","56117","56142","54439","55469","55490","morph21_Oliver/Morris","1","4806","5","yes","1920","10"
"400","33.333333333333336","33.333333333333336","894.1666666666666","894.1666666666666","black","no","xpyriment","legacy","legacy","0","202","NA","uniform","NA","NA","NA","1","undefined","1","0","5","5","5","0","5","5","5","NA","0","5","NA","NA","0","5","NA","5","0","5","NA","NA","NA","5","0","0","NA","5","5","5","5","5","6","/","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","5","5","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","559","NA","NA","NA","NA","33908","559","2","legacy","1024","2","48000","-16","AB_m21","207","odd","CW_L","SPELLER","1685","61800","58570","60297","35606","NA","NA","NA","NA","NA","59070","NA","NA","NA","58070","NA","58043","1697","62200","NA","NA","NA","59110","1685","1685","NA","59669","59694","58042","59070","59090","morph21_Oliver/Morris","2","5365","6","yes","1920","3"
"350","42.857142857142854","42.857142857142854","847.8571428571429","847.8571428571429","black","no","xpyriment","legacy","legacy","0","201","NA","uniform","NA","NA","NA","1","undefined","1","0","6","6","6","0","6","6","6","NA","0","6","NA","NA","0","6","NA","6","0","6","NA","NA","NA","6","0","0","NA","6","6","6","6","6","7","/","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","6","6","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","570","NA","NA","NA","NA","33908","570","2","legacy","1024","2","48000","-16","AB_m21","207","odd","CW_S","SINGER","1685","65449","63710","60297","35606","NA","NA","NA","NA","NA","64211","NA","NA","NA","63209","NA","63181","1697","65799","NA","NA","NA","64252","1685","1685","NA","64822","64846","63181","64211","64232","morph21_Oliver/Morris","3","5935","7","yes","1920","17"
"250","50","50","817.375","817.375","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","NA","NA","NA","1","undefined","1","0","7","7","7","0","7","7","7","NA","0","7","NA","NA","0","7","NA","7","0","7","NA","NA","NA","7","0","0","NA","7","7","7","7","7","8","z","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","7","7","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","604","NA","NA","NA","NA","33908","604","2","legacy","1024","2","48000","-16","AB_m21","207","odd","FILL_NW","PIFTH","1685","69080","67307","60297","35606","NA","NA","NA","NA","NA","67807","NA","NA","NA","66806","NA","66780","1697","69330","NA","NA","NA","67849","1685","1685","NA","68454","68477","66780","67807","67828","morph21_Oliver/Morris","4","6539","8","yes","1920","36"
"200","55.55555555555556","55.55555555555556","794.5555555555555","794.5555555555555","black","no","xpyriment","legacy","legacy","0","208","NA","uniform","NA","NA","NA","1","undefined","1","0","8","8","8","0","8","8","8","NA","0","8","NA","NA","0","8","NA","8","0","8","NA","NA","NA","8","0","0","NA","8","8","8","8","8","9","z","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","8","8","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","z","NA","NA","NA","NA","space","z","612","NA","NA","NA","NA","33908","612","2","legacy","1024","2","48000","-16","AB_m21","207","odd","FILL_NW","CINDS","1685","74104","70820","72602","35606","NA","NA","NA","NA","NA","71321","NA","NA","NA","70319","NA","70296","1697","74305","NA","NA","NA","71362","1685","1685","NA","71974","71999","70296","71321","71342","morph21_Oliver/Morris","5","7151","9","yes","1920","6"
"300","60","60","775.7","775.7","black","no","xpyriment","legacy","legacy","0","207","NA","uniform","NA","NA","NA","1","undefined","1","0","9","9","9","0","9","9","9","NA","0","9","NA","NA","0","9","NA","9","0","9","NA","NA","NA","9","0","0","NA","9","9","9","9","9","10","/","Tue Jun 20 13:33:03 2023","The main experiment item","yes","m21-ab-lexicalDecision.osexp","C:\Users\emoore8\Desktop\m21_vsl-main","no","mono","no","18","no","white","no","yes","1080","legacy","9","9","C:/Users/emoore8/Desktop/m21_vsl-main/subject-207.csv","xpyriment","Lentiform Loewenfeld","3.3.11","0","/","NA","NA","NA","NA","space","/","606","NA","NA","NA","NA","33908","606","2","legacy","1024","2","48000","-16","AB_m21","207","odd","FILL_W","MOURN","1685","77576","75802","72602","35606","NA","NA","NA","NA","NA","76303","NA","NA","NA","75302","NA","75275","1697","77876","NA","NA","NA","76343","1685","1685","NA","76950","76973","75275","76303","76323","morph21_Oliver/Morris","6","7757","10","yes","1920","26"
